year,country,avg_temperature_°c,co2_emissions_tons_capita,sea_level_rise_mm,rainfall_mm,population,renewable_energy_,extreme_weather_events,forest_area_,climate_risk_score,risk_level,carbon_alert
2011,India,0.177257525083612,0.2051282051282051,0.95,0.4119295436349079,0.4104566254090983,0.5233853006681515,0.0,0.8664440734557595,24.05,Düşük Risk,Normal Durum
2017,Mexico,0.6923076923076923,0.1538461538461538,0.4499999999999999,0.2065652522017614,0.5441332890524966,0.6703786191536749,0.6428571428571428,0.031719532554257,49.09,Orta Risk,Normal Durum
2002,Germany,0.6187290969899665,0.8974358974358974,0.2,0.3650920736589271,0.3649692063943535,0.267260579064588,0.0,0.9131886477462436,50.91,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2000,South Africa,0.6354515050167223,0.7076923076923077,0.175,0.9051240992794234,0.2220793628196374,0.2761692650334076,0.4285714285714285,0.1168614357262103,59.44,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2000,USA,0.2307692307692307,0.9384615384615383,0.25,0.8726981585268214,0.2105580233884686,0.9331848552338532,0.4285714285714285,0.6444073455759599,49.5,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2018,Brazil,0.2341137123745819,0.6051282051282051,0.7,0.933146517213771,0.6117886114123627,0.7238307349665924,0.2142857142857142,0.2487479131886477,44.0,Orta Risk,Normal Durum
2010,China,0.2207357859531772,0.4717948717948717,0.275,0.7778222578062449,0.6765100192522195,0.576837416481069,1.0,0.8363939899833055,47.48,Orta Risk,Normal Durum
2004,Australia,0.1739130434782608,0.0615384615384615,0.35,0.5848678943154524,0.3687099008470907,0.645879732739421,0.8571428571428571,0.5108514190317196,30.17,Orta Risk,Normal Durum
2011,Brazil,0.6588628762541805,0.6717948717948717,0.4499999999999999,0.7489991993594876,0.7809891742305228,0.0267260579064588,0.7857142857142857,0.1335559265442404,74.29,Yüksek Risk,Normal Durum
2002,France,0.8494983277591973,0.5846153846153846,0.925,0.9515612489991994,0.1361880319184832,0.6169265033407572,0.0714285714285714,0.5709515859766277,61.67,Yüksek Risk,Normal Durum
2000,Indonesia,0.725752508361204,0.9897435897435896,0.2,0.5228182546036829,0.3853818516175009,0.5077951002227171,0.7857142857142857,0.4073455759599331,78.87,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2000,China,0.7959866220735786,0.241025641025641,0.0,0.3590872698158527,0.2741743519062033,0.5456570155902005,0.1428571428571428,0.66110183639399,31.6,Orta Risk,Normal Durum
2007,South Africa,0.4046822742474917,0.5282051282051282,0.0499999999999999,0.4391513210568455,0.8911663896190971,0.3585746102449889,0.5,0.8814691151919867,39.75,Orta Risk,Normal Durum
2009,Russia,0.6555183946488294,0.6512820512820512,0.8999999999999999,0.4755804643714971,0.6619424594065922,0.0801781737193763,0.8571428571428571,0.4090150250417362,81.54,Kritik Risk,Normal Durum
2010,South Africa,0.354515050167224,0.6461538461538461,0.65,0.4847878302642113,0.7340340626802219,0.1915367483296213,0.5,0.2888146911519198,58.51,Yüksek Risk,Normal Durum
2011,Australia,0.5284280936454849,0.558974358974359,0.275,0.8502802241793435,0.8338765642886883,0.9510022271714922,0.7142857142857142,0.013355592654424,55.99,Yüksek Risk,Normal Durum
2012,USA,0.4816053511705684,0.7794871794871794,0.175,0.2746196957566053,0.6563284637068224,0.4075723830734966,0.7142857142857142,0.5742904841402336,60.78,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2011,South Africa,0.177257525083612,0.2051282051282051,0.3,0.8274619695756604,0.8005426939302831,0.4654788418708241,0.3571428571428571,0.4006677796327211,24.07,Düşük Risk,Normal Durum
2013,Canada,0.3879598662207358,0.7230769230769231,0.125,0.2257806244995996,0.6836654087241912,0.0512249443207127,1.0,0.373956594323873,65.4,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2001,Russia,0.9665551839464882,0.6205128205128204,0.95,0.4827862289831865,0.6270099291883209,0.0356347438752784,0.6428571428571428,0.1819699499165275,87.35,Kritik Risk,Normal Durum
2018,Brazil,0.2508361204013378,0.8974358974358974,0.7749999999999999,0.7578062449959968,0.0208755709784269,0.7171492204899776,0.5714285714285714,0.4290484140233722,64.62,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2017,Germany,0.1337792642140468,0.8461538461538461,0.4499999999999999,0.3302642113690952,0.6683811586814767,0.5367483296213809,0.7142857142857142,0.9849749582637728,54.23,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2002,India,0.4214046822742475,0.3128205128205127,0.875,0.5404323458767013,0.0262498819199137,0.5077951002227171,0.7857142857142857,0.2971619365609348,57.43,Yüksek Risk,Normal Durum
2022,Canada,0.7926421404682273,0.2769230769230769,0.25,0.8907125700560448,0.4275376046938188,0.2405345211581291,0.5714285714285714,0.5993322203672787,50.43,Yüksek Risk,Normal Durum
2016,UK,0.5852842809364548,0.9794871794871794,0.725,0.7245796637309848,0.9232536079949784,0.7438752783964365,0.2142857142857142,0.7762938230383973,65.94,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2007,Russia,0.6822742474916387,0.5282051282051282,0.8500000000000001,0.432746196957566,0.7429952523045914,0.1670378619153675,0.7857142857142857,0.7479131886477461,72.43,Yüksek Risk,Normal Durum
2009,Germany,0.1906354515050167,0.9076923076923076,0.35,0.5400320256204963,0.9329490669666164,0.1870824053452116,0.0,0.3272120200333889,44.93,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2001,Germany,0.6220735785953178,0.1641025641025641,0.75,0.6577261809447558,0.207812864760279,0.4587973273942093,0.0,0.6110183639398998,34.61,Orta Risk,Normal Durum
2018,China,0.3244147157190635,0.641025641025641,0.3,0.0756605284227381,0.6657714385993505,0.2850779510022271,1.0,0.8714524207011685,59.08,Yüksek Risk,Normal Durum
2008,Russia,0.8361204013377926,0.8102564102564103,0.3,0.489191353082466,0.9749359269975428,0.244988864142539,0.7857142857142857,0.013355592654424,81.55,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2006,USA,0.6321070234113711,0.9487179487179488,0.0999999999999999,0.5340272217774219,0.8204749297010185,0.643652561247216,0.6428571428571428,0.4340567612687813,68.0,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2003,France,0.2006688963210702,0.3384615384615384,0.4499999999999999,0.2826261008807045,0.8235509874466451,0.6503340757238307,1.0,0.2237061769616026,48.5,Orta Risk,Normal Durum
2020,Australia,0.0635451505016722,0.7230769230769231,0.725,0.1509207365892713,0.0163563636138254,0.8240534521158129,0.2857142857142857,0.387312186978297,43.86,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2017,UK,0.0434782608695652,0.5384615384615384,0.95,0.1541232986389111,0.8541766086459353,0.4164810690423163,0.9285714285714284,0.4156928213689482,58.89,Yüksek Risk,Normal Durum
2012,Australia,0.3712374581939799,0.0615384615384615,0.6,0.9139311449159326,0.2800972774506823,0.0712694877505568,0.8571428571428571,0.7462437395659431,43.07,Orta Risk,Normal Durum
2010,Brazil,0.2675585284280936,0.6923076923076923,0.875,0.2457966373098478,0.758235809252547,0.2717149220489978,0.0714285714285714,0.0918196994991652,51.79,Yüksek Risk,Normal Durum
2023,Brazil,0.648829431438127,0.6923076923076923,0.825,0.6168935148118495,0.0369182543435647,0.979955456570156,1.0,0.5125208681135225,78.78,Kritik Risk,Normal Durum
2003,Australia,0.5016722408026756,0.9282051282051282,0.175,0.932345876701361,0.4434602992706277,0.5946547884187082,0.3571428571428571,0.5642737896494157,56.97,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2020,South Africa,0.2675585284280936,0.4974358974358973,0.475,0.8194555644515613,0.5752334446767069,0.7082405345211581,0.4285714285714285,0.4924874791318865,40.74,Orta Risk,Normal Durum
2003,USA,0.1505016722408027,0.2307692307692307,0.125,0.7017614091273018,0.5617636293399882,0.0044543429844098,0.0,0.7312186978297162,12.86,Düşük Risk,Normal Durum
2009,Argentina,0.1270903010033445,0.0461538461538461,0.675,0.1849479583666933,0.9623904753956696,0.5167037861915368,0.3571428571428571,0.3823038397328882,23.37,Düşük Risk,Normal Durum
2004,South Africa,0.8662207357859532,0.4153846153846153,0.95,0.3863090472377902,0.7144674336166498,0.0356347438752784,0.5,0.9449081803005008,68.29,Yüksek Risk,Normal Durum
2008,Indonesia,0.2441471571906354,0.3025641025641025,0.125,0.0680544435548438,0.1858294355559371,0.5679287305122495,0.7857142857142857,0.4808013355592654,36.04,Orta Risk,Normal Durum
2023,South Africa,0.6555183946488294,0.7589743589743589,0.725,0.4583666933546837,0.4161710585291382,0.9198218262806236,0.2857142857142857,0.5709515859766277,61.86,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2002,India,0.8127090301003345,0.3538461538461538,0.625,0.3366693354683747,0.6194079730346888,0.9688195991091316,0.9285714285714284,0.8247078464106844,63.87,Yüksek Risk,Normal Durum
2016,Japan,0.6153846153846153,0.9487179487179488,0.575,0.5284227381905524,0.0283833766945433,0.5389755011135858,0.7857142857142857,0.2737896494156928,81.54,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2002,France,0.862876254180602,0.964102564102564,0.4,0.7634107285828663,0.8541444825946755,0.4565701559020044,0.4285714285714285,0.0734557595993322,79.42,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2015,India,0.3946488294314381,0.6205128205128204,0.35,0.2754203362690152,0.6942328463669502,0.9443207126948776,0.6428571428571428,0.7078464106844741,49.47,Orta Risk,Normal Durum
2003,China,0.959866220735786,0.9282051282051282,0.0499999999999999,0.6028823058446757,0.5406802872176779,0.6726057906458797,0.3571428571428571,0.4824707846410684,68.9,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2017,Japan,0.1337792642140468,0.7589743589743589,0.2249999999999999,0.8851080864691754,0.5941696027653629,0.0623608017817372,0.2142857142857142,0.8964941569282137,37.85,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2016,Japan,0.1036789297658862,0.5487179487179487,0.025,0.8098478783026422,0.8187824129397037,0.4654788418708241,1.0,0.9833055091819698,41.83,Orta Risk,Normal Durum
2006,Russia,0.6622073578595318,0.1794871794871795,0.575,0.688951160928743,0.935451098067542,0.2383073496659243,1.0,0.3973288814691151,60.73,Yüksek Risk,Normal Durum
2023,USA,0.9464882943143812,0.4564102564102564,0.0999999999999999,0.1525220176140912,0.4205506295666111,0.4677060133630289,0.4285714285714285,0.4140233722871452,55.3,Yüksek Risk,Normal Durum
2022,USA,0.8127090301003345,0.558974358974359,0.875,0.9027221777421937,0.9586693732194408,0.4543429844097996,0.6428571428571428,0.4073455759599331,74.87,Yüksek Risk,Normal Durum
2004,Japan,0.0769230769230769,0.8615384615384615,0.525,0.5648518815052042,0.904078138347929,0.5812917594654788,0.5714285714285714,0.3238731218697829,54.71,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2011,Indonesia,0.2809364548494983,0.482051282051282,0.7,0.633306645316253,0.972433631785926,0.356347438752784,0.6428571428571428,0.7813021702838063,50.5,Yüksek Risk,Normal Durum
2016,South Africa,0.9331103678929764,0.8974358974358974,0.4,0.908726981585268,0.697866749671298,0.1625835189309576,0.6428571428571428,0.7579298831385642,82.02,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2022,Russia,0.2541806020066889,0.6717948717948717,0.55,0.8202562049639712,0.5927599700849283,0.5033407572383074,0.8571428571428571,0.4774624373956594,60.25,Yüksek Risk,Normal Durum
2012,France,0.7826086956521738,0.1384615384615384,0.95,0.1481184947958366,0.1601489956636196,0.8307349665924276,0.4285714285714285,0.0434056761268781,54.25,Yüksek Risk,Normal Durum
2022,Japan,0.8294314381270903,0.9948717948717948,0.075,0.6841473178542834,0.6921410717515097,0.6636971046770601,0.7857142857142857,0.3088480801335559,79.59,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2002,Canada,0.4983277591973243,0.5282051282051282,0.25,0.5876701361088871,0.3199469272150021,0.3363028953229399,0.9285714285714284,0.2904841402337229,60.86,Yüksek Risk,Normal Durum
2008,Brazil,0.3879598662207358,0.3897435897435897,0.7749999999999999,0.243795036028823,0.498429438503355,0.935412026726058,0.2857142857142857,0.8113522537562604,39.11,Orta Risk,Normal Durum
2016,Brazil,0.4515050167224079,0.6615384615384615,0.0999999999999999,0.0456365092073658,0.21072851258108,0.910913140311804,0.4285714285714285,0.0868113522537562,46.84,Orta Risk,Normal Durum
2016,India,0.2274247491638796,0.1076923076923077,0.075,0.1781425140112089,0.3361808374858436,0.2071269487750557,0.1428571428571428,0.8046744574290483,11.56,Düşük Risk,Normal Durum
2019,China,0.8929765886287625,0.6358974358974359,0.35,0.5564451561248999,0.0951239330159537,0.0378619153674833,0.0714285714285714,0.669449081803005,57.2,Yüksek Risk,Normal Durum
2015,Mexico,0.4515050167224079,0.4974358974358973,0.0999999999999999,0.5360288230584468,0.4800709751836987,0.7416481069042317,0.7142857142857142,0.7312186978297162,44.87,Orta Risk,Normal Durum
2021,Mexico,0.8862876254180602,0.4051282051282051,0.575,0.1653322658126501,0.7742490887725424,0.8262806236080179,1.0,0.4307178631051752,72.25,Yüksek Risk,Normal Durum
2012,Brazil,0.1070234113712374,0.953846153846154,0.2249999999999999,0.7233787029623698,0.2085258545369231,0.9688195991091316,0.2857142857142857,0.679465776293823,41.77,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2018,Argentina,0.9899665551839464,0.523076923076923,0.8999999999999999,0.4187349879903923,0.2116987081331284,0.888641425389755,0.2142857142857142,0.6076794657762938,64.91,Yüksek Risk,Normal Durum
2016,Germany,0.4448160535117057,0.2205128205128205,0.7749999999999999,0.7493995196156925,0.8447379851205806,0.5991091314031181,0.2857142857142857,0.7679465776293823,36.93,Orta Risk,Normal Durum
2003,India,0.0468227424749163,0.4564102564102564,0.7,0.4291433146517214,0.0044910810113885,0.5300668151447662,0.5,0.4457429048414022,39.72,Orta Risk,Normal Durum
2011,Mexico,0.0367892976588628,0.9179487179487178,0.625,0.2866293034427541,0.8017157394115177,0.0267260579064588,0.7857142857142857,0.4724540901502504,65.29,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2008,Brazil,0.7491638795986622,0.1743589743589743,0.875,0.5432345876701361,0.0544368865741226,0.244988864142539,0.2142857142857142,0.6427378964941569,47.73,Orta Risk,Normal Durum
2018,China,0.6622073578595318,0.2153846153846154,0.2249999999999999,0.6421136909527622,0.2425710051294013,0.4587973273942093,1.0,0.1068447412353923,55.98,Yüksek Risk,Normal Durum
2011,Mexico,0.8060200668896321,0.0153846153846153,0.875,0.9275420336269016,0.6830634416085302,0.6280623608017817,0.5714285714285714,0.4357262103505843,51.36,Yüksek Risk,Normal Durum
2008,South Africa,0.1070234113712374,0.0153846153846153,0.8,0.2241793434747797,0.5349220490429123,0.556792873051225,0.4285714285714285,0.9716193656093488,21.79,Düşük Risk,Normal Durum
2006,South Africa,0.0367892976588628,0.8307692307692307,0.75,0.9179343474779824,0.2117204283666991,0.7416481069042317,0.6428571428571428,0.0367278797996661,59.08,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2013,USA,0.5117056856187291,0.7333333333333333,0.55,0.1541232986389111,0.1425998256344088,0.2783964365256125,0.8571428571428571,0.3155258764607679,72.95,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2019,Indonesia,0.3879598662207358,0.3538461538461538,0.25,0.2802241793434747,0.4041199123340254,0.5634743875278396,0.7857142857142857,0.3121869782971619,45.83,Orta Risk,Normal Durum
2018,USA,0.4648829431438126,0.6974358974358974,0.425,0.38871096877502,0.6591545729795117,0.086859688195991,0.4285714285714285,0.6327212020033388,56.39,Yüksek Risk,Normal Durum
2014,France,0.9933110367892978,0.3948717948717948,0.8,0.5536429143314652,0.0558798553346895,0.4120267260579064,1.0,0.1035058430717863,84.0,Kritik Risk,Normal Durum
2015,Japan,0.9732441471571904,0.953846153846154,0.025,0.3931144915932746,0.1558061396006635,0.7505567928730512,0.8571428571428571,0.6277128547579299,80.86,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2020,Canada,0.9464882943143812,0.9692307692307692,0.7749999999999999,0.6044835868694955,0.0815669374673485,0.692650334075724,0.8571428571428571,0.0934891485809682,98.27,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2004,USA,0.785953177257525,0.3948717948717948,0.25,0.1401120896717373,0.7158684331788705,0.9910913140311804,0.5,0.0934891485809682,51.33,Yüksek Risk,Normal Durum
2002,UK,0.354515050167224,0.8564102564102564,0.15,0.6897518014411529,0.9118710185412006,0.2761692650334076,0.7857142857142857,0.7278797996661102,60.87,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2011,Mexico,0.4147157190635451,0.7743589743589743,0.125,0.7806244995996797,0.9543793967100628,0.4966592427616926,0.3571428571428571,0.3222036727879799,49.71,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2019,Argentina,0.5518394648829431,0.3076923076923076,0.025,0.5116092874299439,0.558370063176038,0.3273942093541203,0.5,0.9766277128547578,35.24,Orta Risk,Normal Durum
2020,Russia,0.8327759197324414,0.2307692307692307,0.525,0.7630104083266613,0.3822065944704686,0.4387527839643652,0.1428571428571428,0.0350584307178631,46.71,Orta Risk,Normal Durum
2003,Brazil,0.0702341137123745,0.4564102564102564,0.2249999999999999,0.3006405124099279,0.0108296435789909,0.8574610244988865,0.6428571428571428,0.4440734557595993,33.11,Orta Risk,Normal Durum
2020,Russia,0.4247491638795986,0.7794871794871794,1.0,0.4095276220976781,0.4680919613503113,0.6837416481069042,0.6428571428571428,0.1118530884808013,73.78,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2022,UK,0.0836120401337792,0.9589743589743588,0.575,0.2177742193755003,0.993139907811388,0.8819599109131404,0.9285714285714284,0.3505843071786311,66.33,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2015,China,0.5150501672240801,0.764102564102564,0.15,0.5876701361088871,0.1605970802640615,0.2026726057906459,0.0,0.998330550918197,41.66,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2006,USA,0.903010033444816,0.8564102564102564,0.7,0.0308246597277822,0.7936978397802377,0.8730512249443206,0.3571428571428571,0.8881469115191987,72.81,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2012,Canada,0.785953177257525,0.6051282051282051,0.8999999999999999,0.5036028823058447,0.1644801346854286,0.0579064587973274,0.0,0.0467445742904841,64.95,Yüksek Risk,Normal Durum
2020,China,0.2274247491638796,0.8358974358974359,0.75,0.952762209767814,0.4089342346881945,0.888641425389755,0.5714285714285714,0.5626043405676127,59.24,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2009,Germany,0.9799331103678928,0.7846153846153846,0.075,0.355084067253803,0.9165256551218682,0.3273942093541203,0.9285714285714284,0.6477462437395659,79.97,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2006,Germany,0.6688963210702341,0.3794871794871794,0.8999999999999999,0.4419535628502802,0.5022389833118659,0.3140311804008909,0.0714285714285714,0.2086811352253756,52.07,Yüksek Risk,Normal Durum
2013,Russia,0.0100334448160535,0.5538461538461539,0.8,0.7962369895916733,0.6380733100112014,0.5100222717149221,0.7142857142857142,0.1435726210350584,51.4,Yüksek Risk,Normal Durum
2004,Japan,0.2575250836120401,0.805128205128205,0.15,0.6000800640512409,0.9355411540716544,0.9398663697104676,0.0714285714285714,0.9048414023372288,32.96,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2002,India,0.2608695652173913,0.0461538461538461,0.0499999999999999,0.3678943154523618,0.3254906120555842,0.0467706013363029,0.4285714285714285,0.9682804674457428,16.93,Düşük Risk,Normal Durum
2022,Japan,0.0702341137123745,0.8102564102564103,0.55,0.2193755004003202,0.3713961871927068,0.3518930957683741,0.0714285714285714,0.991652754590985,37.9,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2010,Mexico,0.963210702341137,0.1794871794871795,0.15,0.8246597277822258,0.8484720229791344,0.8552338530066815,0.6428571428571428,0.7896494156928213,47.01,Orta Risk,Normal Durum
2010,UK,0.4782608695652174,0.5128205128205128,0.825,0.1561248999199359,0.9283781154373314,0.3942093541202672,0.5,0.6627712854757929,57.06,Yüksek Risk,Normal Durum
2017,South Africa,0.8996655518394648,0.8102564102564103,0.35,0.9431545236188952,0.9473576809792924,0.1982182628062361,0.3571428571428571,0.343906510851419,72.04,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2014,France,0.3244147157190635,0.2512820512820513,0.925,0.9735788630904724,0.8234651155874482,0.423162583518931,0.9285714285714284,0.1702838063439065,57.92,Yüksek Risk,Normal Durum
2011,Japan,0.1270903010033445,0.2461538461538461,0.575,0.5520416333066454,0.3939001448375853,0.3830734966592428,0.4285714285714285,0.0767946577629382,33.47,Orta Risk,Normal Durum
2008,Indonesia,0.4749163879598661,0.4051282051282051,0.175,0.3891112890312249,0.3493860598424214,0.915367483296214,0.4285714285714285,0.6928213689482471,35.61,Orta Risk,Normal Durum
2009,France,0.1137123745819397,0.8923076923076921,0.15,0.1353082465972778,0.4416814262079516,0.7616926503340756,0.3571428571428571,0.7846410684474123,40.7,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2011,UK,0.4882943143812709,0.0,0.575,0.3022417934347478,0.1175571534925399,0.5033407572383074,0.6428571428571428,0.8263772954924875,35.44,Orta Risk,Normal Durum
2016,France,0.923076923076923,0.9025641025641026,0.75,0.4179343474779824,0.2365293654177546,0.9888641425389756,0.7142857142857142,0.9131886477462436,84.1,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2005,Canada,0.5217391304347826,0.1538461538461538,0.7749999999999999,0.9355484387510008,0.8142535511810368,0.4632516703786191,0.5714285714285714,0.8797996661101835,44.09,Orta Risk,Normal Durum
2006,USA,0.6187290969899665,0.9897435897435896,0.275,0.9415532425940752,0.4493857819520421,0.0556792873051224,0.8571428571428571,1.0,77.84,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2013,Canada,0.1571906354515049,0.953846153846154,0.2,0.3751000800640512,0.8166620454711884,0.2605790645879733,0.5714285714285714,0.2420701168614357,57.09,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2012,France,0.0434782608695652,0.4923076923076922,0.025,0.3386709367493995,0.9437088080532218,0.4342984409799555,1.0,0.7629382303839732,39.42,Orta Risk,Normal Durum
2007,China,0.1103678929765886,0.5128205128205128,0.675,0.1761409127301841,0.0865795861374275,0.155902004454343,0.4285714285714285,0.5859766277128547,43.01,Orta Risk,Normal Durum
2009,Germany,0.6020066889632106,0.482051282051282,0.075,0.0512409927942353,0.7742756125193065,0.9465478841870824,0.5714285714285714,0.2604340567612687,46.61,Orta Risk,Normal Durum
2008,France,0.0969899665551839,0.6358974358974359,0.425,0.2381905524419535,0.1040557159244124,0.7661469933184856,0.8571428571428571,0.981636060100167,46.92,Orta Risk,Normal Durum
2017,Canada,0.3779264214046822,0.0923076923076922,0.6,0.7834267413931144,0.996026908234515,0.267260579064588,0.6428571428571428,0.8981636060100167,36.94,Orta Risk,Normal Durum
2001,Argentina,0.5518394648829431,0.0307692307692307,0.925,0.6020816653322658,0.4264388245552167,0.5902004454342985,0.1428571428571428,0.1268781302170283,36.46,Orta Risk,Normal Durum
2004,UK,0.3913043478260869,0.0564102564102564,0.3,0.344275420336269,0.2609269127475064,0.7216035634743876,0.1428571428571428,0.025041736227045,20.59,Düşük Risk,Normal Durum
2004,China,0.1638795986622073,0.446153846153846,0.25,0.399119295436349,0.2491484019901538,0.9420935412026724,0.0,0.687813021702838,18.08,Düşük Risk,Normal Durum
2005,Canada,0.2742474916387959,0.2769230769230769,0.65,0.9491593274619696,0.900189140000629,0.8819599109131404,0.2857142857142857,0.6026711185308848,30.67,Orta Risk,Normal Durum
2018,Japan,0.9297658862876254,0.6205128205128204,0.625,0.9983987189751802,0.9121567769789224,0.5144766146993318,1.0,0.9348914858096826,81.37,Kritik Risk,Normal Durum
2007,Brazil,0.6789297658862876,0.9948717948717948,0.3249999999999999,0.6204963971176941,0.1381203245849772,0.7750556792873051,0.2142857142857142,0.2320534223706176,65.16,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2015,Russia,0.4983277591973243,0.3846153846153846,0.925,0.6561248999199359,0.8152923774750779,0.5612472160356348,0.0714285714285714,0.0834724540901502,46.67,Orta Risk,Normal Durum
2012,India,0.0133779264214046,0.5743589743589743,0.8500000000000001,0.6044835868694955,0.4093413577299919,0.5523385300668151,0.5714285714285714,0.2587646076794658,48.67,Orta Risk,Normal Durum
2000,South Africa,0.9966555183946488,0.4153846153846153,0.2249999999999999,0.6945556445156125,0.5888241896960914,0.1135857461024498,0.1428571428571428,0.01669449081803,55.23,Yüksek Risk,Normal Durum
2021,Canada,0.6722408026755853,0.8461538461538461,0.25,0.5796637309847879,0.9074527717944066,0.1247216035634743,1.0,0.0350584307178631,82.81,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2019,Indonesia,0.3177257525083611,0.9025641025641026,0.5,0.7429943955164131,0.6772415872064413,0.5278396436525613,0.5,0.9148580968280468,58.15,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2016,India,0.882943143812709,0.8769230769230769,0.7749999999999999,0.1052842273819054,0.5016245204591344,0.267260579064588,0.3571428571428571,0.3505843071786311,81.46,Kritik Risk,Yüksek Karbon Emisyonu Uyarısı
2006,UK,0.2608695652173913,0.9743589743589745,0.0499999999999999,0.5848678943154524,0.3162519203233566,0.0178173719376392,0.9285714285714284,0.4090150250417362,67.64,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2012,Argentina,0.5451505016722408,0.0256410256410256,0.7,0.0620496397117693,0.3196316457952499,0.7216035634743876,0.8571428571428571,0.01669449081803,49.5,Orta Risk,Normal Durum
2003,Australia,0.6387959866220736,0.8410256410256409,0.65,0.5780624499599679,0.2602081527264166,0.0311804008908686,0.2857142857142857,0.2687813021702838,70.4,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2003,Canada,0.2207357859531772,0.7538461538461537,0.2249999999999999,0.9195356285028022,0.4466365382204463,0.5946547884187082,0.0,0.8046744574290483,32.29,Orta Risk,Yüksek Karbon Emisyonu Uyarısı
2005,Brazil,0.983277591973244,0.2307692307692307,0.675,0.6529223378702962,0.0726744245172656,0.5389755011135858,0.2142857142857142,0.6143572621035058,51.73,Yüksek Risk,Normal Durum
2018,India,0.7491638795986622,0.953846153846154,0.95,0.9499599679743796,0.0849826918001156,0.9688195991091316,0.1428571428571428,0.7529215358931552,71.25,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2011,South Africa,0.5585284280936454,0.1487179487179487,0.0499999999999999,0.3574859887910327,0.5126627253610055,0.4832962138084633,0.0,0.4457429048414022,19.88,Düşük Risk,Normal Durum
2021,France,0.1806020066889632,0.6820512820512821,0.3249999999999999,0.8578863090472377,0.8215523068259561,0.0623608017817372,0.7857142857142857,0.3088480801335559,56.16,Yüksek Risk,Normal Durum
2006,Canada,0.0535117056856187,0.2256410256410256,0.4499999999999999,0.2045636509207365,0.3270256463581301,0.5501113585746102,1.0,0.4824707846410684,38.74,Orta Risk,Normal Durum
2009,USA,0.3210702341137123,0.4307692307692307,0.8999999999999999,0.0856685348278622,0.4590913237799262,0.8396436525612472,0.2857142857142857,0.3222036727879799,44.53,Orta Risk,Normal Durum
2018,Argentina,0.7558528428093646,0.717948717948718,0.95,0.8690952762209767,0.3959938443032252,0.9977728285077953,0.3571428571428571,0.8380634390651085,67.27,Yüksek Risk,Yüksek Karbon Emisyonu Uyarısı
2006,UK,0.2709030100334448,0.5641025641025641,0.4499999999999999,0.6825460368294636,0.7449675125261779,0.4298440979955457,0.0714285714285714,0.2971619365609348,36.93,Orta Risk,Normal Durum
